,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
80,"292 / 1.901
                       293 / 1.901
Happily ensconced in Ben's bedroom in the row house where he lives on M Street,
overlooking the small housing project and the huge white church that takes up almost a
city block (the United House of Prayer for All People of the Church of the Rock of the
Apostolic Faith). Ben and Sammi are in NYC for NYE, but I am here, cozily on this mild
day, winding down the year (and decade). My friend/ex-bf Jeff met me for a while to
select some goodies at Buttercream Bakery, before sitting outside in the sun at La
Colombe cafe in Blagden Alley, catching up and trading tales as we like to do (see pic).
Headed to Baltimore at some point tomorrow. The PET-CT scan on Thursday, the results
of which I will discuss that day with the interventional radiologist (Dr. Holly), will
determine whether the procedure to repair my fistula laparoscopically can go forward
the next day. If the scan reveals significant fluid collection, for example (that niggling
stomach abscess...), the procedure may well be off, to be replaced by an open surgery at
another date. There are no guarantees. I hope for the best outcome, but need to be
prepared for a different one. I am not certain if the PET will also screen for any new or
residual cancer, but I presume it will. I'll also meet with my gyn onc, Dr. Beavis, on
Thursday afternoon.
In no way has cancer been a 'blessing,' in no way am I 'grateful' for having this disease.
In no way do I feel that ""God does not give you more than you can handle"" and/or
""everything happens for a reason."" I understand that this counters the belief of several
religious traditions that find value in suffering. In no way was spending the night before
my 'mother of all surgeries' retching into a garbage can in my hotel room while my
family looked on helplessly a redeeming experience, nor was the crushing post-chemo
fatigue that had me waking up from seventeen-hour slumbers in a stunned stupor, nor
was feeling so overwhelmed I could scarcely make myself a cup of tea, nor was the fact
of missing at least three friends' weddings and a long-planned trip to France with Ben,
nor was having my entire life come crashing down around me, leaving me to grapple
with the possibility of a shorter than hoped-for lifespan.
And yet...
I will simply echo the measured words of my rabbi, David Ostrich, during a visit he paid
me shortly after I returned home from my three-week post-surgery stay at Hopkins: ""You
may find that this experience offers some opportunity for learning:""
*I am stronger than I thought, both physically and mentally. It surprised me to learn that
some cancer patients, even at early stages of their treatment, feel they simply can't
continue with it. Except for a few rare instants when feeling particularly debilitated and
overwhelmed, this has never been my attitude. I'm still feeling well enough, and tough
enough now, to say ""bring it on."" I will keep fighting if need be (and it may very well be,
                       294 / 1.901
given the likelihood of a recurrence...)
*Goodness exists, and it is powerful. At the risk of sounding pollyannaish, and while fully
conscious of the fact that evil, ugliness, and mean-spiritedness also exist in spades
(examples too numerous to mention here, and in our faces every day), let me quote
Anne Frank: ""It's a wonder I haven't abandoned all my ideals, they seem so absurd and
impractical. Yet I cling to them because I still believe, in spite of everything, that people
are truly good at heart."" One friend brought me a hamsa (protective hand symbol) that
her mother had blessed at the Kotel in Jerusalem; another came by my house to check
on me when Ben and Michael were worried because they couldn't contact me (I was
deep into one of the aforementioned post-chemo big sleeps); another prepared a picnic
and drove me to sit beside a calming creek on a gorgeous summer day; another drove
me, twice, from State College to Baltimore; three others came to spend weekends with
me, to help out with whatever was needed; others ran errands, made chicken noodle
soup, borscht, quiche, rice pudding (the prodigious Meal Train kept me fed for months...),
texted, called, emailed, sent cards, gorgeous floral arrangements, and other thoughtful
gifts (one friend, envisioning me in a hospital gown, sent a colorful, elegant scarf),
prayed, visited, drove me to doctors' appointments, slept over when I was feeling shaky,
sat with me during chemo, brought me milkshakes when that was virtually all I could
stomach, invited me on outings as I continued to improve, took care of everything I left
hanging at work when I had to schedule surgery on short notice, added encouraging and
perceptive comments to this page. My family members have continued to provide rock
solid love and support, accompanying me to Baltimore, providing strong arms to lean on
when my post-surgery 'walks' extended to the house next door, and keeping up a
courageous front despite their fear. ETC. Goodness is restorative (and really beautiful
and pure!). It manifests itself in countless ways. It continues to be an essential element
in my recovery. I do feel privileged to have witnessed so many instances of grace.
Perhaps, in some ways, I have learned to be a 'better' (ie kinder, more empathic) version
of myself, too. I would be glad for that.
*As I wrote earlier about my upcoming procedure, there are no guarantees. But I think I
really understand this now. It's become easier to say ""I love you"" -- and mean it -- to
friends and family. And I hold those hugs for longer, and squeeze tighter. No filter. No
b.s. No day but today.
*I am intoxicated by life, and unready to leave it.
That's what I've learned so far.
Wishing everyone a healthy, happy, successful, fun, peaceful, loving and blessed new
year.
Love, Willa 
                       295 / 1.901",6,surprise,0.51433736,0.0049947645,0.001302729,0.35005453,0.048926625,0.02604203,0.054341946,0.51433736
81,"It's 5:45 p.m. and I've just returned from a long day at Hopkins. There's been a lot to
absorb in one day; there is some news to feel good about yet, as Dr. Beavis confirmed
and as I've said all along, some uncertainty as well.
It looks like I *will* have the laparoscopic (ie 'easier') procedure tomorrow morning, as
hoped for. I met with Dr. Holly, the very confident and competent interventional
radiologist -- and the go-to guy for this relatively new procedure -- who reviewed the PET-
CT scan I had this morning (which took two hours and involved drinking two cups of a
yucky barium drink). My stomach abscess has decreased in size to the point of pretty
much resolving itself; this means that tomorrow a)I can have my stomach drain and
drainage bag, which I've tended to for months, removed (yay!) and b)the abscess does
not pose a risk for the procedure. The procedure will involve a wire, a catheter and a
laser, the result being a 'scarring' (maybe like cauterizing?) of the tissue around the
fistula (hole), closing it. I will be lightly sedated. There is a chance that the fistula will
have closed on its own already (the doctor won't know until he 'goes in'): best case
scenario. Otherwise, he will close it. The procedure, he told me, is successful in 2/3 of
                       297 / 1.901
cases. If it winds up not succeeding -- which will be revealed by a follow up CT scan,
likely in State College in a few weeks -- they can make a second attempt at the
procedure. I am not sure what would happen if that second attempt fails. Dr. Beavis said
to me later that the option of open surgery is ""still on the table.""
With Dr. Beavis, later this afternoon, we reviewed the results of the PET scan. The
*preliminary* radiologist's report indicates that there is an area near where my small and
large intestine meet that *may* be a metastatis (or it may simply be an inflammation, as
Dr. Patel had thought). There is another fluid pocket in the lung that *may* be
suspicious. The CT scan in a few weeks may/should bring further clarity on this. Being
reminded by Dr. Beavis that my cancer was ""extra-extensive"" was not pleasant to hear.
But she also reminded me that there are many treatment options for the recurrence that
in most cases of ovarian cancer is likely. My vital signs are good (low blood pressure, as
always!) and her internal exam of me revealed nothing suspicious (a 'thickened' area in
my vagina that she was concerned about has healed, and there is no evidence of cancer
in the area where my ovaries etc. used to be -- this is good news. Also no evidence of
cancer in my liver, which she had been concerned about too: more good news. Finally, I
can stop taking one of my medications, another bit of good news.
Dr. Beavis and I also discussed whether or not I should take the PARP inhibitors as a
maintenance drug. She shared a very recent (Dec. 2019) _New England Journal of
Medicine_ study that showed that for patients 'like me' (ie BRCA negative) the average
gain in months before a recurrence was less than four months (for patients who are
BRCA positive the gain is much more significant). Is it worth it for me to take these drugs
and risk the side effects (fatigue - although it can be managed, high blood pressure,
altered blood counts, and in a small number of cases, leukemia) to gain a few months
before a recurrence?  On the other hand, if I have a recurrence soon will I regret not
having chosen the more aggressive path? Tough decision, one that I will not make until
after the fistula issue is completely resolved.
So I expect to return to State College on Saturday sans stomach drain and hopefully sans
fistula but with some unresolved questions. Perhaps I'll even know more tomorrow. I
continue to feel like I am in expert hands medically.
Thank you, everyone, for your care and concern. My mother has, as usual, been stalwart
and has maintained a positive attitude all along. We are going out shortly to a Lebanese
restaurant recommended by Dr. Beavis (who cleared me to drink in moderation!). I do
look forward to a nice glass of wine after a tiring day and before tomorrow's procedure. I
didn't sleep well last night because I was anxious, so I'm hoping tonight I'll fare better.",4,neutral,0.75245994,0.005583726,0.008755112,0.102538444,0.047939334,0.75245994,0.05147185,0.03125162
82,"My procedure - a drain plug closure of an enterocutaneous fistula -
appears to have gone smoothly this morning. It took about an
hour. The doctors, nurses, technicians and other staff at
Hopkins continue to be unfailingly skilled, kind, and highly
professional. The small fistula had not closed on its own so Dr.
Holly closed it. I will have a CT scan in about two weeks in
State College to see whether the repair has 'held' (as
mentioned, this procedure has about a 2/3 success rate). I was
also delighted to say good riddance to my 'appendage' - the
stomach drain and drainage bag that I've needed to flush and
clean twice a day and that have dangled from me for several
months. Reinsertion of this tube, however, is not off the table
if fluid begins to collect again in my stomach.
For every bit of good news - and there were certainly some to be
                       300 / 1.901
glad about on this visit - more questions, it seems. A second
radiologist's report of my PET-CT scan confirmed the results of
the preliminary report: there are two 'suspicious' areas (one
where my small and large intestines meet, the other in my lung)
that may or may not be cancerous. The CT scan in two weeks
should help clarify the situation. Dr. Holly (and Dr. Patel)
believe the first area of concern, in the abdomen, is due to
inflammation. We'll see. In the meantime, as my aunt Marlene
wisely advised in response to my post yesterday, I will not
""borrow worries"" (as challenging as that might be). As she
further noted, correctly: ""This is a tricky disease.""
In what Dr. Beavis terms ""great news!!,"" though, my CA125 number
(a marker for ovarian cancer) has dropped 50%, from 51 to 26,
and is now in what she identifies as the ""normal"" range (as
opposed to what Dr. Patel referred to as a ""worrisome"" range).
While this is only one indicator for ovarian cancer, it's an
important one, and my number has not been this low in months. So
a big yay for that.
While I bounced back pretty quickly from the 'twilight' sedation
I had administered for the procedure this morning (after which
my mother and I enjoyed a tasty lunch at a great local place,
Atwater's), I'm feeling rather drained from the past few days
and all the medical ""stuff."" I am eager to get back to PA
tomorrow and chill for a while before school starts on the 13th.
I figure that I once again have a little 'reprieve' until my CT
scan in a few weeks, during which time I can revel in feeling
'normal.' Perhaps I have also exhausted (and/or bored) *you*
with these laborious descriptions of my medical condition, but
it can become quite all-consuming. Thank you, as ever, for
reading.",2,fear,0.41807383,0.005750515,0.0062240306,0.41807383,0.17793061,0.2800837,0.0531334,0.05880387
83,"As if I didn't have enough on my hands medically, on Monday I fell in my house and
chipped a bone in my ankle! I was having a pretty crummy day to begin with -- receiving
an astronomical medical bill put me in a rotten mood -- when I got up from the chair I
had been sitting in for quite a while as I was working at my computer. No sooner had I
extended my right foot than I found myself tumbling down onto the wood floor, winding
up in a sort of contorted position with my right ankle and elbow and my left knee hitting
the floor, hard, and leaving me stunned. I surmise that the neuropathy (nerve damage)
in my toes, a lasting side effect of chemo, made me lose my balance. I went to the
urgent care clinic the next day, had my ankle and foot xrayed, and learned that I had an
avulsion fracture, a small fracture that can occur when a small fragment of bone chips
off a larger one. I'm in an air cast, can walk (or rather hobble) and drive. Tomorrow
morning I'll go to the orthopedist, see if they need to put me in another cast (please, no
plaster!) and learn how long this may take to heal. I've read that most often this type of
fracture heals on its own. Please, no surgery!! I'm not in pain, and thank goodness I
                       305 / 1.901
didn't hit my head or my side where I've just had a procedure last Friday. But the 'lesson
to self' is that I need to be careful getting up if I've been sitting a long time because my
toes tend to feel numb by that point. Oy.
Somehow this last incident has made me reach for black humor, instead of tears. I don't
know if this is healthier, but it just *is.* No pity party. The first image that came to mind
was that of the Black Knight in _Monty Python and the Holy Grail_ ,valiantly (or
foolishly??) continuing to fight his opponent despite having each of his limbs whacked off
in succession (you must watch this iconic clip if you never have):
https://www.youtube.com/watch?v=ZmInkxbvlCs
Next, I began singing, as loudly as I could, Elton John's ""I'm Still Standing"" and then,
perhaps more appropriately, Steven Sondheim's lyrics to ""I'm Still Here"" from _Follies,_
with several lines that rang particularly true to me:
I've run the gamut, A to Z
Three cheers and dammit, c'est la vie
I got through all of last year
And I'm here
You want to take my ovaries, uterus and fallopian tubes? Go right ahead. A piece of my
colon? Why not. Gall bladder? No problem. And throw in my appendix while you're at it.
I'm still here.
The word from my ""contemplation deck"" that's been staring at me the past few days is
""strength."" Physically, I've certainly been stronger than I am currently (although my
energy and activity levels continue to be good); and I'm so disappointed that my plans to
restart a serious exercise program will now need to once again be on hold for a bit. But
'strength' is also mental and psychic toughness. When the going gets tough, the tough
get going. Maybe it's what the French call ""le moral,"" a psychological state that allows
one to confront difficulties and challenges. When I wrote to my editor in Paris, Corinne, to
wish her a happy new year and update her on my health, she responded that she hoped
I had ""le moral"" to get through this difficult period. She knows something about this. At
my last meeting with her, she was the one wearing the wig during her treatment for
breast and kidney cancer. Yet there she was at her desk in her office, reviewing captions
for the illustrations for my book, toughing it out. Later, over drinks at a cafe, she
introduced me to her partner, another cancer survivor, before the two of them sped off
on his motorcycle. Over a year later, she's still here.
So please no pity but good vibes welcome for my orthopedist appointment tomorrow and
then next Friday the 17th's follow up CT scan, bookending the first week of the semester
                       306 / 1.901
during which I look forward to being in the office!",6,surprise,0.9297094,0.0069425236,0.0025014144,0.031273156,0.0018938596,0.016544187,0.011135488,0.9297094
84,"Just a quick update for those of you kind enough to follow my travails. I am back from
the orthopedist, where I received some further clarification on what happened when I
fell: basically, I sprained my ankle but when the ligaments pulled (which is the essence
of a sprain), they chipped off one and likely two tiny (no long than 3 mm) fragments of
bone from larger pieces on the right side of my foot and ankle. These should heal on
their own; the bone won't regenerate (at least I don't think it will) nor will the fragments
reattach to the bone; they simply get absorbed into tissue. No plaster cast necessary
(yay) nor any surgery (yay). Instead, their orthotics guy fitted me with a boot that I need
to wear as much as possible to immobilize my foot. The injury should heal in about a
month max. I will be checked again in 2-3 weeks to see how things are progressing. I
might need some physical therapy after that to recover range of motion.
The boot is extremely unwieldy and heavy and not conducive to walking; I can drive if I
take it off. My first reaction when I saw it was: ""This thing is the antithesis of sexy."" (""I'm
                       308 / 1.901
too sexy for my boot, too sexy for my boot, too sexy woot woot?""). I've tried my best to
rock a bald head and no eyebrows, a port, and a torso length scar, but rocking this
clunky thing is going to be a challenge. Moreover, because the boot sits on a raised
platform, I also received a matching platform thingy to affix to my left shoe, so that my
hips and back don't get out of whack. Oy. To be honest, I feel like a bit of a hot mess
right now but expect to be back to fighting form soon. I would be grateful for a rapid
return to wholeness of body and no more mishaps. It certainly could be worse.",1,disgust,0.31945476,0.027990693,0.31945476,0.092277534,0.0041271206,0.30103114,0.22542882,0.029689943
85,"Even after thirty-three years in my current job, I still get anxious before the first day of
the semester, and this one is no exception. I can tell, because I have not been sleeping
well for about a week. It takes me a long time to fall asleep because my thoughts are
careening out of control and once I do fall asleep, I doze lightly.
Something feels different this semester, though, and of course it is. I am not returning
from a 'normal' leave but from a medical one and - without any exaggeration -- from a
sometimes harrowing journey that feels a million miles removed from the bulk of my life
experience. It makes me think about -- without the slightest pretense *whatsoever* to
compare -- survivors returning from the camps, many of whose accounts I've read, and
whose feelings of alienation, of inability to communicate the hell they'd been through,
whose extreme difficulties reinserting themselves into their now foreign-seeming
routines, are palpable in their writings. I know this is a somewhat irrational fear on my
part: I can't wait to see my colleagues, our office staff, and students, who I'm sure will
greet me with open arms and who have shown unfailing kindness towards me. While I'm
not teaching this semester, I'm really hoping I can be productive and helpful to my
                       310 / 1.901
department -- there is some fear of feeling irrelevant. Yet I can't help feeling, too, that
my cancer has made me cross some invisible threshold, to a realm perhaps only (or
best) understood by those who have been there. So it's no wonder I can't sleep. I hope
these feelings will dissipate the further I delve into the semester.
And of course I'm very anxious about my upcoming scan on Friday and praying that it
does not reveal a recurrence. And if it does, what will that mean above all for my
prognosis but also for my engagement with the semester that will have just gotten up
and running? So....much...uncertainty. Don't borrow worries, don't borrow worries. For
now, I will simply look forward to an enjoyable and productive week ahead, doing what I
love.
I'm still in my boot, likely for the next two weeks, but so be it. When I remove the boot
and walk gingerly, I can tell that my foot/ankle are healing. It can't happen any more
quickly.
My hair is starting to grow back and I look like a porcupine.
Thank you Maria, Clare and Lisa, Jackie, and Helen for the wonderful recent visits, gab
fests, ramen soup and Mexican lunches, and yummy homemade beef stew! Thanks to
those friends who sent texts recently too. All very warming (and not just temperature-
wise).",2,fear,0.90083176,0.004014758,0.0027068967,0.90083176,0.0038424546,0.023064366,0.06224567,0.003294104
86,"It feels great to be back at work. Hugs all around with colleagues, students and staff
who've been stopping by my office in a steady stream. Everyone has been so kind.
Today about six of my colleagues were crammed into one of our offices to enjoy lunch,
lively convo and after lunch expresso. I'm so lucky to have such a convivial and
supportive work environment. And not being cooped up at home is, as a dear former
student remarked in a comment on my previous post, a ""breath of fresh air."" My energy
level has been fine and it's felt great to be able to write several letters of
recommendation and start or restart several projects that should help the department. I
even worked for about an hour on the 1899 Vever diary that I'm editing and hope to
make some progress with that. I'm in a different office than last year, on the hallway with
the majority of my colleagues, which is lovely. The sun was streaming in my big window
today and it was quite pleasant to work in my office, stepping out at one point for a
                       312 / 1.901
department meeting. I would have loved to have walked around campus, but lugging this
darn boot for about two more weeks makes that challenging.
My right side has again started to feel slightly uncomfortable over the past two days and
I hope it will not turn out to be anything worrisome. I'm likely projecting a lot onto my
body because I'm anxious about my upcoming scan on Friday, which I'll have done in
State College prior to sending the imaging on to to Hopkins for their radiologists to
examine. I have to be at the medical center at 7:30 (an ungodly hour for me), to drink
the yummy (not) liquid that will provide the contrast on the scan. One day at a time. But
it would be such a shame to lose the nice momentum I've built up this week. Please
direct your positive healing energy towards me on Friday morning.",3,joy,0.8928137,0.0018752798,0.009005716,0.026811663,0.8928137,0.042605262,0.018852314,0.008036149
87,"314 / 1.901
                       315 / 1.901
Photo credit to my colleague and pal, Heather McCoy.",6,surprise,0.36825365,0.022454407,0.0052046045,0.023367621,0.28618237,0.17547598,0.11906142,0.36825365
88,"I don't yet have an update to share about this morning's CT scan. I could barely sleep
due to anxiety, amplified by a text received from Penn State at 1 a.m. warning of icy
road conditions. The road in front of my house had not been plowed by 6 a.m., when I
woke up, so I took a cab to Geisinger (and an Uber back). I was there by 7:30 to ingest
the yucky drink over the next hour and a half, and then had the scan (I've had so many
of them by this point that I'm an expert at submitting to them!). I was disappointed that
Geisinger would not upload the images to the Hopkins image sharing website whose
address I gave them, for fear of viruses. This would have enabled my Hopkins doctors to
read/view the images today. The nurse did say she sent the images to Hopkins via a
program called Life Image but Dr. Beavis' nurse at Hopkins said she had no idea what
this is. Frustrating. In the end, I had to mail the disc containing the images via overnight
express mail, with a tracking number. Further, the nurse told me that a Geisinger
radiologist would likely not read and complete a report for up to a week! I'm hoping in
that case that the Hopkins radiologists will simply take the lead here. So I may not know
anything for a few days. My right side (the 'troublesome' side) feels a bit sore, as
mentioned, and is not getting better, so the sooner the images can be read the better.
There is not much else I can do while waiting, unless I really start to feel worse.
Meanwhile, I will try to have a calm (and calming) weekend. As I'm tired and there are
still patchy spots on the road, I think I'll work at home this afternoon, with a quick
Wegman's run at some point to stock up for the next big snow, due -- tomorrow! Thanks
to everyone for all the caring texts, FB messages, well wishes, prayers etc. 
  
                       317 / 1.901",2,fear,0.87335974,0.029717688,0.015051724,0.87335974,0.003992758,0.028895386,0.01329248,0.035690285
89,"My apologies for the air waves going silent for the past several days, and thank you so
much for your inquiries about the results of my CT scan. In what my mother rightly calls
'disc-gate,' the disc I sent to Hopkins last Friday, immediately after my scan, and which
was supposed to arrive the next day, only reached Dr. Beavis' office TODAY, five days
later. Apparently, per USPS, it arrived in Baltimore yesterday but Dr. Beavis' office had
no idea where it was to be retrieved. As mentioned, Geisinger in State College did not
want to upload the images electronically to Hopkins' website for fear of viruses. In the
meanwhile, I could have made several round trips to Baltimore to hand deliver the disc! I
was in my car headed to Geisinger on my lunch break today to pick up two new copies of
the disc (was not going to take any chances with just one copy), when Dr. Beavis' office
called to let me know it had arrived. I will spare all the additional details that conspired
to cause such an anxiety-provoking delay.
I have no other news to report. I presume that I'll be contacted once Drs. Beavis and
Holly have looked at and discussed the imaging. I am still quite anxious but being at
work has been a great diversion.
As if my day could not have started out any more tensely, as I was driving to work this
morning, having figured out my plan regarding the AWOL disc, what did I see in my rear
view mirror but... a cop car with flashing lights. Oh my. I pulled over and got out my
license, insurance and registration cards. Unfortunately, as I knew, I am overdue for my
yearly inspection. I was scheduled for it last week but the fractured bone in my ankle
(which is, incidentally, healing well) really put the kibosh on my walking the quarter mile
or so from my garage to my office, so I cancelled the appointment. I do realize that I
should have taken care of this earlier and will make sure to get it done asap. The young
officer -- to whom I showed my big clunky boot as 'evidence' -- was very polite and gave
me a citation, not a ticket -- but still. Not what I needed.",2,fear,0.8391744,0.015823347,0.0027573998,0.8391744,0.004341939,0.042417184,0.028887458,0.06659833
90,"320 / 1.901
There is some very good news and some less good news.
The very good, indeed excellent news, per Dr. Beavis in my phone conversation with her
today about the results of my CT scan, is that there appears to be no recurrence of
cancer; ""nothing alarming,"" she said, based on the Geisinger radiologist's report and her
own viewing of the images (which the Hopkins radiologists have not yet looked at). The
'suspicious' spot (pleural effusion) on my lung is, in fact, tiny and apparently not a cause
for concern; the other 'suspicious' area on my right side is due to inflammation and what
I will discuss below. I was extremely worried that my cancer might have spread to my
lung, which would of course be very serious. I was consumed with anxiety, imagining my
aggressive cancer cells running amok in my body. Since November, then, I have
apparently remained in the clear, with NED (no evidence of disease). Praise be.
Less fortunately, fluid is still amassing on my right side, near my fistula. The procedure
to close that fistula, which I had performed at Hopkins on Jan. 3, was not a success (in
part due to the new fluid collection). This means that I still have a hole between my
abdomen and my bowel, with the risk (small but still there) of sepsis, infection and other
awful things. This leaves me with two options. I can have a new stomach drain placed
(likely this week at Hopkins, and hopefully during the first part of the week as we have a
series of job candidates coming to campus beginning next Thursday); then, in four
weeks, Dr. Holly can attempt the procedure again. Two weeks after that, as was the case
this time, I'll have another CT scan to see if the procedure was successful. My doctors
seem to me pessimistic about the procedure working this time. It has a 2/3 success rate
in the best of circumstances (ie no fluid collection), but given that it didn't work the first
time, my odds are likely slimmer, although not non-existent. Dr. Beavis said that it would
probably be like ""kicking the can"" down the road, with surgery likely eventually.
However, it still might work and would also provide me with about 6-8 weeks of relative
'normalcy' as I am just getting into a groove at work and with other aspects of my life.
Dr. Beavis understands how important these 'quality of life' issues can be (and are, for
me). At the same time, she would like me to, in her words, ""have this whole episode
[concerning the fistula and the fluid collection] behind me.""
I could also opt for surgery right away or, as mentioned, surgery if the procedure fails. I
will need to meet soon with the colorectal surgeon, Dr. Sandy Fang, but as I understand
it, this surgery might be (partly?) laparoscopic or not; might involve removing another
part of my colon or not; and might involve placing an ostomy bag *temporarily* or not. It
will depend on how things look inside, including the extent of adhesions etc. I will need
to ask more questions about the surgery, including amount of recuperation necessary.
But it is likely that there's another surgery in my (not terribly distant) future.
I am strongly leaning towards trying the procedure again both so I can attempt the less
invasive option first and so I can keep building on my newfound momentum at school
and elsewhere.
                       321 / 1.901
I will need to (re)gird on patience and fortitude for the next hurdles, while hopefully not
backsliding out of the 'new normal' it's taken me so long to claw my way back into and
where I am so very happy to find myself again.
I am grateful that I was able to come down from my stress cloud over a nice glass of red,
some cheese and other nibbles, and calming and fun conversation with my friend Helen
this evening. I realize that I've been holding a lot of anxiety this week, much as I've been
trying to refocus my energies and attention elsewhere.
Many thanks to everyone for the care and concern. With love,",2,fear,0.94908893,0.002833899,0.0021974854,0.94908893,0.002600309,0.021291101,0.0045707906,0.017417567
91,"Sorry I only have time to post a brief update for now but I'll write more soon. I just got
home from work and errands (7:00 p.m.) -- I am not complaining about this new
schedule! -- and need to make dinner and pack. I'll be heading to Baltimore tomorrow for
two appointments at Hopkins on Wednesday: at 9:15 I'll meet with Dr. Sandy Fang, a
colorectal surgeon, for a consult about the surgery that it seems like I may have to have
sooner or later to remove (?) or repair a sinus tract (per woundsource.com, ""a narrow
opening or passageway extending from a wound underneath the skin in any direction through soft
tissue and results in dead space with potential for abscess formation""). I'm sure I'll find out more
                       323 / 1.901
about the surgery when I speak with Dr. Fang and ask all my questions. At 4:30 I am having the
procedure to place a drain into the abscess that has reformed in my abdomen. This is at least the
second, if not the third time I've had this procedure It will be performed by Dr. Holly, the wonderful
interventional radiologist who also performed the procedure to attempt to plug my fistula (even though
that procedure did not succeed, I still think he's an excellent doctor, as they all seem to be at
Hopkins). I hope to leave Hopkins on Thursday morning with clarity about the best path forward for
me, ie second attempt at the fistula plug v. straight to surgery. The fact that I'm really getting into a
groove at work and in other aspects of my life is a big factor for me, but I won't do anything to
jeopardize my health.
For me, these are simply hurdles to jump over in this 'marathon.' These hurdles pale in comparison
with those directly related to the cancer (eg debulking, chemo etc.). Unpleasant as what's upcoming
is, I can handle it. Dr. Patel (or another doctor) had warned me that this was going to be a ""long
haul."" 
I will be infinitely comforted by, and grateful for my brother's presence in Baltimore on Wednesday.
He very kindly again offered to come down on W to be with me for the procedure (in any event, I need
someone with me as I'll be sedated. Hopefully, we'll have a nice dinner that evening and catch up,
then head our separate ways the next morning.",5,sadness,0.6304385,0.0060320045,0.050554335,0.027966218,0.15603054,0.11887345,0.6304385,0.010104992
